Year,Name,Rank,Country,Region,DOB,Gender,Self Made,Generation,Industry,Industry Aggregator,Company,Company Info,Company Acquired,Net Worth US Billion,Count
2014,Pollyanna Chu,1092.0,Hong Kong,East Asia,1958,female,self-made,Unknown,Money Management,Financial,Kingston Financial,self-made finance,new,1.6,1
2014,Achmad Hamami,1092.0,Indonesia,East Asia,1931,male,self-made,Unknown,Non-consumer industrial,Traded Sectors,Trakindo Utama,founder non-finance,new,1.6,1
2014,Robert Miller UK,1092.0,United Kingdom,Europe,1934,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Duty Free Shopping,founder non-finance,new,1.6,1
2014,Gao Dekang,1092.0,China,East Asia,1952,male,self-made,Unknown,Consumer,Traded Sectors,Bosideng International,executive,new,1.6,1
2014,Stephen Jarislowsky,1092.0,Canada,North America,1926,male,self-made,Unknown,Money Management,Financial,Jarislowsky Fraser Limited,self-made finance,new,1.6,1
2014,Joyce Raley Teel,1092.0,United States,North America,1931,female,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Raley's,inherited,new,1.6,1
2014,Richard Elman,1092.0,United Kingdom,Europe,1940,male,self-made,Unknown,Mining and metals,Resource Related,Noble Group,privatized and resources,new,1.6,1
2014,Roberto Angelini Rossi,1092.0,Chile,Latin America,1949,male,inherited,inherited from father,Mining and metals,Resource Related,Angelini Group,inherited,new,1.6,1
2014,Yoshikazu Tanaka,1092.0,Japan,East Asia,1977,male,self-made,Unknown,Technology-Computer,New Sectors,"GREE, Inc",founder non-finance,new,1.6,1
2014,Louis Bacon,1092.0,United States,North America,1956,male,self-made,Unknown,Hedge funds,Financial,Moore Capital Management,self-made finance,new,1.6,1
2014,Alan Howard,1092.0,United Kingdom,Europe,1964,male,self-made,Unknown,Hedge funds,Financial,Brevan Howard Asset Management,self-made finance,new,1.6,1
2014,Mario Gabelli,1092.0,United States,North America,1943,male,self-made,Unknown,Money Management,Financial,Gabelli Asset Management Company,self-made finance,new,1.6,1
2014,Pierre Papillaud,1092.0,France,Europe,1936,male,self-made,Unknown,Mining and metals,Resource Related,Roxane,privatized and resources,new,1.6,1
2014,Alfred James Clark,1092.0,United States,North America,1928,male,self-made,Unknown,Constrution,Non-Traded Sectors,Clark Enterprises,executive,aquired,1.6,1
2014,Hamilton James,1092.0,United States,North America,1952,male,self-made,Unknown,Private equity/leveraged buyout,Financial,Blackstone Group,self-made finance,new,1.6,1
2014,"Joe Jamail, Jr.",1092.0,United States,North America,1926,male,self-made,Unknown,Other,other,Unknown,executive,Unknown,1.6,1
2014,Andrea Della Valle,1092.0,Italy,Europe,1966,male,self-made,Unknown,Consumer,Traded Sectors,Tod's,executive,new,1.6,1
2014,Simonpietro Salini,1092.0,Italy,Europe,1933,male,inherited,inherited from father,Constrution,Non-Traded Sectors,Salini Impregilo,inherited,new,1.6,1
2014,D. Leopoldo Del Pino y Calvo-Sotelo,1092.0,Spain,Europe,1962,male,inherited,inherited from father,Constrution,Non-Traded Sectors,Ferrovial,inherited,new,1.6,1
2014,Thaksin Shinawatra,1092.0,Thailand,East Asia,1950,male,self-made,Unknown,Real Estate,Financial,Advanced Info Service,privatized and resources,new,1.6,1
2014,"Chase Coleman, III.",1092.0,United States,North America,1976,male,self-made,Unknown,Hedge funds,Financial,Tiger Global Management,self-made finance,new,1.6,1
2014,Zhou Chengjian,1092.0,China,East Asia,1965,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Metersbonwe Group,founder non-finance,new,1.6,1
2014,Mangal Prabhat Lodha,1092.0,India,South Asia,1956,male,self-made,Unknown,Real Estate,Financial,Lodha Group,self-made finance,new,1.6,1
2014,Albert von Thurn und Taxis,1092.0,Germany,Europe,1984,male,inherited,Fifth generation or longer,Money Management,Financial,von Thurn and Taxis family,inherited,new,1.6,1
2014,Pham Nhat Vuong,1092.0,Vietnam,East Asia,1969,male,self-made,Unknown,Real Estate,Financial,Vingroup,self-made finance,new,1.6,1
2014,Vincent Tan,1092.0,Malaysia,East Asia,1952,male,self-made,Unknown,Money Management,Financial,Berjaya Corporation Berhad,privatized and resources,privatization,1.6,1
2014,Lee Jay-Hyun,1092.0,South Korea,East Asia,1960,male,inherited,Third generation,Media,Non-Traded Sectors,CJ Group,inherited,subsidiary,1.6,1
2014,Huang Shaowu,1092.0,China,East Asia,1971,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Shenzhen Aisidi,founder non-finance,new,1.6,1
2014,Don Hankey,1092.0,United States,North America,1944,male,self-made,Unknown,Money Management,Financial,Hankey Group,self-made finance,aquired,1.6,1
2014,Denise Coates,1092.0,United Kingdom,Europe,1968,female,self-made,Unknown,Technology-Computer,New Sectors,Bet365,founder non-finance,new,1.6,1
2013,Vincent Tan,1107.0,Malaysia,East Asia,1952,male,self-made,Unknown,Money Management,Financial,Berjaya Corporation Berhad,privatized and resources,privatization,1.3,1
2013,David Harding,1107.0,United Kingdom,Europe,1962,male,self-made,Unknown,Money Management,Financial,Winton Capital Management,self-made finance,new,1.3,1
2013,Edwin Soeryadjaya,1107.0,Indonesia,East Asia,1949,male,inherited,inherited from father,Mining and metals,Resource Related,Astra International,inherited,new,1.3,1
2013,Mehmet Rustu Basaran,1107.0,Turkey,Middle East/North Africa,1947,male,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,1.3,1
2013,Richard Yuengling,1107.0,United States,North America,1944,male,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,1.3,1
2013,Serra Sabanci,1107.0,Turkey,Middle East/North Africa,1973,male,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,1.3,1
2013,Hubert D'Ornano,1107.0,France,Europe,1927,male,self-made,Unknown,Consumer,Traded Sectors,Sisley Cosmetics,founder non-finance,new,1.3,1
2013,Nicola Bulgari,1107.0,Italy,Europe,1941,male,inherited,Fifth generation or longer,Consumer,Traded Sectors,Bulgari,inherited,new,1.3,1
2013,Wang Yong,1107.0,China,East Asia,1951,male,self-made,Unknown,Consumer,Traded Sectors,Xiwang Group,founder non-finance,new,1.3,1
2013,Michael Price,1107.0,United States,North America,1953,male,self-made,Unknown,Money Management,Financial,MFP Investors,self-made finance,new,1.3,1
2013,Andreas Halvorsen,1107.0,Norway,Europe,1962,male,self-made,Unknown,Hedge funds,Financial,Viking Global Equities,self-made finance,new,1.3,1
2013,Ranjan Pai,1107.0,India,South Asia,1973,male,inherited,Third generation,Other,other,Manipal Education & Medical Group,inherited,new,1.3,1
2013,Koo Bon-Neung,1107.0,South Korea,East Asia,1950,male,inherited,inherited from father,Technology-Computer,New Sectors,LG Group,inherited,new,1.3,1
2013,Evgeny Shvidler,1107.0,Russia,Europe,1965,male,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,1.3,1
2013,Aloke Lohia,1107.0,India,South Asia,1959,male,self-made,Unknown,Non-consumer industrial,Traded Sectors,Indorama Ventures,founder non-finance,new,1.3,1
2013,Keeree Kanjanapas,1107.0,Thailand,East Asia,1950,male,self-made,Unknown,Real Estate,Financial,BTS Skytrain,self-made finance,new,1.3,1
2013,Murali Divi,1107.0,India,South Asia,1952,male,self-made,Unknown,Technology-Medical,New Sectors,Divis Laboratories,founder non-finance,new,1.3,1
2013,Che Jianxin,1107.0,China,East Asia,1967,male,Unknown,Unknown,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,1.3,1
2013,Helmut Sohmen,1107.0,Austria,Europe,1940,male,inherited,inherited from father,Media,Non-Traded Sectors,BW Group,inherited,new,1.3,1
2013,Ali Metin Kazanci,1107.0,Turkey,Middle East/North Africa,1935,male,Unknown,Unknown,Energy,Resource Related,Unknown,Unknown,Unknown,1.3,1
2013,Li Shuirong,1107.0,China,East Asia,1957,male,self-made,Unknown,Non-consumer industrial,Traded Sectors,Rongsheng Petrochemical,executive,new,1.3,1
2013,Charlotte Colket Weber,1107.0,United States,North America,1951,female,inherited,Third generation,Consumer,Traded Sectors,Campbell Soup,inherited,aquired,1.3,1
2013,Alan Gerry,1107.0,United States,North America,1930,male,self-made,Unknown,Media,Non-Traded Sectors,Cablevision Industries,founder non-finance,new,1.3,1
2013,Juan Gallardo Thurlow,1107.0,Mexico,Latin America,1948,male,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,1.3,1
2013,Thomas Kaplan,1107.0,United States,North America,1963,male,self-made,Unknown,Money Management,Financial,Apex Silver Mines,self-made finance,new,1.3,1
2013,Nicholas Woodman,1107.0,United States,North America,1976,male,self-made,Unknown,Consumer,Traded Sectors,GoPro,founder non-finance,new,1.3,1
2013,Billy Joe McCombs,1107.0,United States,North America,1928,male,self-made,Unknown,Real Estate,Financial,Red McCombs Automotive Group,self-made finance,new,1.3,1
2013,Paul Singer,1107.0,United States,North America,1945,male,self-made,Unknown,Hedge funds,Financial,Elliott Associates,self-made finance,new,1.3,1
2013,Suzan Sabanci Dincer,1107.0,Turkey,Middle East/North Africa,1965,female,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,1.3,1
2013,D. Leopoldo Del Pino y Calvo-Sotelo,1107.0,Spain,Europe,1962,male,inherited,inherited from father,Constrution,Non-Traded Sectors,Ferrovial,inherited,new,1.3,1
2013,Wu Yiling,1107.0,China,East Asia,1950,male,self-made,Unknown,Technology-Medical,New Sectors,Yiling Pharmaceuticals,founder non-finance,new,1.3,1
2013,Jose Llado Fernandez-Urrutia,1107.0,Spain,Europe,1935,male,self-made,Unknown,Constrution,Non-Traded Sectors,Tecnicas Reunidas,founder non-finance,new,1.3,1
2013,Louis Bacon,1107.0,United States,North America,1956,male,self-made,Unknown,Hedge funds,Financial,Moore Capital Management,self-made finance,new,1.3,1
2013,Anas Sefrioui,1107.0,Morocco,Middle East/North Africa,1958,male,self-made,Unknown,Real Estate,Financial,Douja Promotion Groupe Addoha,self-made finance,new,1.3,1
2013,Jon Stryker,1107.0,United States,North America,1959,male,inherited,Third generation,Technology-Medical,New Sectors,Stryker Corporation,inherited,new,1.3,1
2013,Silvio Santos,1107.0,Brazil,Latin America,1931,male,Unknown,Unknown,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,1.3,1
2013,Gary Burrell,1107.0,United States,North America,1938,male,self-made,Unknown,Technology-Computer,New Sectors,Garmin,founder non-finance,new,1.3,1
2013,Yan Zhi,1107.0,China,East Asia,1973,male,self-made,Unknown,Real Estate,Financial,Zall Development of Wuhan,self-made finance,new,1.3,1
2013,Nandan Nilekani,1107.0,India,South Asia,1956,male,self-made,Unknown,Technology-Computer,New Sectors,Infosys,founder non-finance,new,1.3,1
2013,Tsai Ming-Kai,1107.0,Taiwan,East Asia,1951,male,self-made,Unknown,Technology-Computer,New Sectors,Unknown,Unknown,Unknown,1.3,1
2013,Maxim Nogotkov,1107.0,Russia,Europe,1977,male,Unknown,Unknown,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,1.3,1
2013,Aydin Dogan,1107.0,Turkey,Middle East/North Africa,1935,male,self-made,Unknown,Media,Non-Traded Sectors,Dogan Holding,founder non-finance,new,1.3,1
2013,Dinara Kulibaeva,1107.0,Kazakhstan,South Asia,1968,female,self-made,Unknown,Money Management,Financial,Halyk Bank,privatized and resources,privatization,1.3,1
2013,Allan Wong,1107.0,Hong Kong,East Asia,1950,male,self-made,Unknown,Technology-Computer,New Sectors,VTech Holding,founder non-finance,new,1.3,1
2013,Timur Kulibaev,1107.0,Kazakhstan,South Asia,1967,male,self-made,Unknown,Money Management,Financial,Halyk Bank,privatized and resources,privatization,1.3,1
2013,Valentin Gapontsev,1107.0,Russia,Europe,1939,male,Unknown,Unknown,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,1.3,1
2013,Mark Stevens,1107.0,United States,North America,1960,male,self-made,Unknown,Venture Capital,Financial,Sequoia Capital,self-made finance,new,1.3,1
2013,Lia Maria Aguiar,1107.0,Brazil,Latin America,1938,female,inherited,inherited from father,Money Management,Financial,Bradesco,inherited,new,1.3,1
2013,Kazuo Okada,1107.0,Japan,East Asia,1943,male,self-made,Unknown,Real Estate,Financial,Wynn Resorts,self-made finance,new,1.3,1
2013,Sevket Sabanci,1107.0,Turkey,Middle East/North Africa,1936,male,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,1.3,1
2013,Shaul Shani,1107.0,Israel,Middle East/North Africa,1955,male,self-made,Unknown,Technology-Computer,New Sectors,ECI Telecom,founder non-finance,aquired,1.3,1
2013,Shigenobu Nagamori,1107.0,Japan,East Asia,1954,male,self-made,Unknown,Technology-Computer,New Sectors,Nidec,founder non-finance,new,1.3,1
2013,Peter Peterson,1107.0,United States,North America,1927,male,self-made,Unknown,Money Management,Financial,Blackstone Group,self-made finance,new,1.3,1
2013,Turgay Ciner,1107.0,Turkey,Middle East/North Africa,1956,male,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,1.3,1
2011,Norma Lerner,1140.0,United States,North America,1937,female,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,1.0,1
2011,Chen Jianqiang,1140.0,Hong Kong,East Asia,1959,male,Unknown,Unknown,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2011,Kim Tack-Jin,1140.0,South Korea,East Asia,1968,male,Unknown,Unknown,Technology-Computer,New Sectors,Unknown,Unknown,Unknown,1.0,1
2011,Dmitry Korzhev,1140.0,Russia,Europe,1964,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Mega-Auto,founder non-finance,new,1.0,1
2011,Anu Aga,1140.0,India,South Asia,1943,male,Unknown,Unknown,Other,other,Unknown,Unknown,Unknown,1.0,1
2011,Feng Hailiang,1140.0,China,East Asia,1961,male,self-made,Unknown,Mining and metals,Resource Related,Hailiang Group,founder non-finance,new,1.0,1
2011,Joanne Rowling,1140.0,United Kingdom,Europe,1966,female,Unknown,Unknown,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2011,Marius Nacht,1140.0,Israel,Middle East/North Africa,1966,male,self-made,Unknown,Technology-Computer,New Sectors,Check Point,founder non-finance,new,1.0,1
2011,Ramesh Chandra,1140.0,India,South Asia,1940,male,Unknown,Unknown,Real Estate,Financial,Unknown,Unknown,Unknown,1.0,1
2011,Vadim Yakunin,1140.0,Russia,Europe,1963,male,Unknown,Unknown,Technology-Medical,New Sectors,Unknown,Unknown,Unknown,1.0,1
2011,Nochi Dankner,1140.0,Israel,Middle East/North Africa,1955,male,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,1.0,1
2011,Jeffrey Lurie,1140.0,United States,North America,1952,male,Unknown,Unknown,Other,other,Unknown,Unknown,Unknown,1.0,1
2011,Andrei Komarov,1140.0,Russia,Europe,1967,male,Unknown,Unknown,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2011,Nasser Khalili,1140.0,United Kingdom,Europe,1946,male,Unknown,Unknown,Real Estate,Financial,Unknown,Unknown,Unknown,1.0,1
2011,Charles Munger,1140.0,United States,North America,1925,male,self-made,Unknown,Consumer,Traded Sectors,Berkshire Hathaway,executive,new,1.0,1
2011,Oleg Boyko,1140.0,Russia,Europe,1965,male,self-made,Unknown,Media,Non-Traded Sectors,Finstar Financial Group,founder non-finance,new,1.0,1
2011,Nelson Peltz,1140.0,United States,North America,1943,male,self-made,Unknown,Money Management,Financial,Trian Fund Management,self-made finance,new,1.0,1
2011,Gerald Schwartz,1140.0,Canada,North America,1942,male,self-made,Unknown,Money Management,Financial,Onex Corporation,self-made finance,new,1.0,1
2011,Wang Xingchun,1140.0,Belgium,Europe,1964,male,Unknown,Unknown,Mining and metals,Resource Related,Unknown,Unknown,Unknown,1.0,1
2011,Andrei Borodin,1140.0,Russia,Europe,1968,male,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,1.0,1
2011,Joaquin Guzman Loera,1140.0,Mexico,Latin America,1955,male,Unknown,Unknown,Other,other,Unknown,Unknown,Unknown,1.0,1
2011,Peter Peterson,1140.0,United States,North America,1927,male,self-made,Unknown,Money Management,Financial,Blackstone Group,self-made finance,new,1.0,1
2011,Serra Sabanci,1140.0,Turkey,Middle East/North Africa,1973,male,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2011,Harindarpal Banga,1140.0,India,South Asia,1951,male,self-made,Unknown,Mining and metals,Resource Related,Noble Group,privatized and resources,new,1.0,1
2011,Amar Bose,1140.0,United States,North America,1929,male,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,1.0,1
2011,Nurzhan Subkhanberdin,1140.0,Kazakhstan,South Asia,1966,male,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,1.0,1
2011,George Joseph,1140.0,United States,North America,1922,male,self-made,Unknown,Hedge funds,Financial,Mercury General,self-made finance,new,1.0,1
2011,Dmitry Troitsky,1140.0,Russia,Europe,1965,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Mega-Auto,founder non-finance,new,1.0,1
2011,Koo Bon-Joon,1140.0,South Korea,East Asia,1952,male,Unknown,Unknown,Technology-Computer,New Sectors,Unknown,Unknown,Unknown,1.0,1
2011,Yu Minhong,1140.0,China,East Asia,1962,male,self-made,Unknown,Other,other,New Oriental Education and Technology Group,founder non-finance,new,1.0,1
2011,William Kellogg,1140.0,United States,North America,1944,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Khol's,executive,new,1.0,1
2011,Wang Wenjing,1140.0,China,East Asia,1965,male,self-made,Unknown,Technology-Computer,New Sectors,Yonyou Software,founder non-finance,new,1.0,1
2011,Huang Wen Tsai,1140.0,China,East Asia,1954,male,self-made,Unknown,Real Estate,Financial,Star River Goup,self-made finance,new,1.0,1
2011,Yuri Milner,1140.0,Russia,Europe,1962,male,self-made,Unknown,Technology-Computer,New Sectors,Digital Sky Technologies (Mail.ru),founder non-finance,new,1.0,1
2011,Ding Shizhong,1140.0,China,East Asia,1971,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,China SCE Property Holdings Limited,executive,new,1.0,1
2011,Lorenzo Fertitta,1140.0,United States,North America,1969,male,self-made,Unknown,Real Estate,Financial,Station Casinos,self-made finance,new,1.0,1
2011,Nancy Lerner,1140.0,United States,North America,1962,female,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,1.0,1
2011,Alfredo Harp Helu,1140.0,Mexico,Latin America,1944,male,self-made,Unknown,Money Management,Financial,Banamex,self-made finance,aquired,1.0,1
2011,Donald Hall,1140.0,United States,North America,1929,male,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Hallmark Cards,inherited,new,1.0,1
2011,Liang Qingde,1140.0,China,East Asia,1937,male,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,1.0,1
